,0,1,2,3,4,Clusters
5783,1.0,0.0,0.0,0.0,0.0,1
5784,1.0,0.0,0.0,0.0,0.0,1
5785,1.0,0.0,0.0,0.0,0.0,1
5786,0.064,0.0,0.006,0.93,0.0,4
5787,0.982,0.0,0.014,0.004,0.0,1
5788,0.988,0.0,0.012,0.0,0.0,1
5789,1.0,0.0,0.0,0.0,0.0,1
5790,0.992,0.0,0.008,0.0,0.0,1
5791,0.992,0.0,0.008,0.0,0.0,1
5792,1.0,0.0,0.0,0.0,0.0,1
5793,1.0,0.0,0.0,0.0,0.0,1
5794,1.0,0.0,0.0,0.0,0.0,1
5795,0.038,0.0,0.0,0.0,0.962,5
5796,1.0,0.0,0.0,0.0,0.0,1
5797,1.0,0.0,0.0,0.0,0.0,1
5798,1.0,0.0,0.0,0.0,0.0,1
5799,0.974,0.0,0.0,0.026,0.0,1
5800,0.982,0.0,0.014,0.004,0.0,1
5801,1.0,0.0,0.0,0.0,0.0,1
5802,1.0,0.0,0.0,0.0,0.0,1
5803,1.0,0.0,0.0,0.0,0.0,1
5804,0.982,0.0,0.014,0.004,0.0,1
5805,1.0,0.0,0.0,0.0,0.0,1
5806,0.012,0.988,0.0,0.0,0.0,2
5807,1.0,0.0,0.0,0.0,0.0,1
5808,1.0,0.0,0.0,0.0,0.0,1
5809,1.0,0.0,0.0,0.0,0.0,1
5810,0.982,0.0,0.014,0.004,0.0,1
5811,0.998,0.0,0.002,0.0,0.0,1
5812,1.0,0.0,0.0,0.0,0.0,1
5813,1.0,0.0,0.0,0.0,0.0,1
5814,0.072,0.0,0.008,0.92,0.0,4
5815,0.114,0.0,0.004,0.882,0.0,4
5816,1.0,0.0,0.0,0.0,0.0,1
5817,0.04,0.0,0.0,0.0,0.96,5
5818,0.99,0.0,0.01,0.0,0.0,1
5819,1.0,0.0,0.0,0.0,0.0,1
5820,1.0,0.0,0.0,0.0,0.0,1
5821,1.0,0.0,0.0,0.0,0.0,1
5822,1.0,0.0,0.0,0.0,0.0,1
5823,0.04,0.942,0.018,0.0,0.0,2
5824,0.986,0.0,0.014,0.0,0.0,1
5825,1.0,0.0,0.0,0.0,0.0,1
5826,0.072,0.0,0.006,0.922,0.0,4
5827,1.0,0.0,0.0,0.0,0.0,1
5828,0.986,0.0,0.014,0.0,0.0,1
5829,0.984,0.0,0.012,0.004,0.0,1
5830,0.984,0.0,0.012,0.004,0.0,1
5831,1.0,0.0,0.0,0.0,0.0,1
5832,0.998,0.0,0.002,0.0,0.0,1
5833,1.0,0.0,0.0,0.0,0.0,1
5834,1.0,0.0,0.0,0.0,0.0,1
5835,0.992,0.0,0.008,0.0,0.0,1
5836,0.986,0.0,0.01,0.004,0.0,1
5837,1.0,0.0,0.0,0.0,0.0,1
5838,0.986,0.0,0.01,0.004,0.0,1
5839,1.0,0.0,0.0,0.0,0.0,1
5840,1.0,0.0,0.0,0.0,0.0,1
5841,1.0,0.0,0.0,0.0,0.0,1
5842,1.0,0.0,0.0,0.0,0.0,1
5843,0.072,0.0,0.006,0.922,0.0,4
5844,0.04,0.0,0.0,0.0,0.96,5
5845,1.0,0.0,0.0,0.0,0.0,1
5846,1.0,0.0,0.0,0.0,0.0,1
5847,1.0,0.0,0.0,0.0,0.0,1
5848,0.0,1.0,0.0,0.0,0.0,2
5849,1.0,0.0,0.0,0.0,0.0,1
5850,0.998,0.0,0.002,0.0,0.0,1
5851,1.0,0.0,0.0,0.0,0.0,1
5852,1.0,0.0,0.0,0.0,0.0,1
5853,1.0,0.0,0.0,0.0,0.0,1
5854,1.0,0.0,0.0,0.0,0.0,1
5855,0.986,0.0,0.01,0.004,0.0,1
5856,1.0,0.0,0.0,0.0,0.0,1
5857,1.0,0.0,0.0,0.0,0.0,1
5858,1.0,0.0,0.0,0.0,0.0,1
5859,1.0,0.0,0.0,0.0,0.0,1
5860,1.0,0.0,0.0,0.0,0.0,1
5861,1.0,0.0,0.0,0.0,0.0,1
5862,0.984,0.0,0.012,0.004,0.0,1
5863,0.992,0.0,0.008,0.0,0.0,1
5864,0.984,0.0,0.012,0.004,0.0,1
5865,1.0,0.0,0.0,0.0,0.0,1
5866,1.0,0.0,0.0,0.0,0.0,1
5867,1.0,0.0,0.0,0.0,0.0,1
5868,1.0,0.0,0.0,0.0,0.0,1
5869,0.056,0.0,0.006,0.936,0.002,4
5870,1.0,0.0,0.0,0.0,0.0,1
5871,1.0,0.0,0.0,0.0,0.0,1
5872,1.0,0.0,0.0,0.0,0.0,1
5873,1.0,0.0,0.0,0.0,0.0,1
5874,0.998,0.0,0.002,0.0,0.0,1
5875,1.0,0.0,0.0,0.0,0.0,1
5876,1.0,0.0,0.0,0.0,0.0,1
5877,1.0,0.0,0.0,0.0,0.0,1
5878,0.068,0.0,0.006,0.926,0.0,4
5879,0.984,0.0,0.012,0.004,0.0,1
5880,1.0,0.0,0.0,0.0,0.0,1
5881,1.0,0.0,0.0,0.0,0.0,1
5882,0.998,0.0,0.002,0.0,0.0,1
5883,1.0,0.0,0.0,0.0,0.0,1
5884,0.984,0.0,0.012,0.004,0.0,1
5885,1.0,0.0,0.0,0.0,0.0,1
5886,0.062,0.0,0.006,0.93,0.002,4
5887,0.984,0.0,0.012,0.004,0.0,1
5888,1.0,0.0,0.0,0.0,0.0,1
5889,1.0,0.0,0.0,0.0,0.0,1
5890,1.0,0.0,0.0,0.0,0.0,1
5891,1.0,0.0,0.0,0.0,0.0,1
5892,0.998,0.0,0.002,0.0,0.0,1
5893,1.0,0.0,0.0,0.0,0.0,1
5894,1.0,0.0,0.0,0.0,0.0,1
5895,1.0,0.0,0.0,0.0,0.0,1
5896,0.982,0.0,0.014,0.004,0.0,1
5897,0.978,0.0,0.012,0.01,0.0,1
5898,1.0,0.0,0.0,0.0,0.0,1
5899,1.0,0.0,0.0,0.0,0.0,1
5900,0.984,0.0,0.012,0.004,0.0,1
5901,0.978,0.0,0.012,0.01,0.0,1
5902,0.992,0.0,0.008,0.0,0.0,1
5903,1.0,0.0,0.0,0.0,0.0,1
5904,0.04,0.0,0.0,0.0,0.96,5
5905,0.982,0.0,0.014,0.004,0.0,1
5906,1.0,0.0,0.0,0.0,0.0,1
5907,1.0,0.0,0.0,0.0,0.0,1
5908,0.998,0.0,0.002,0.0,0.0,1
5909,1.0,0.0,0.0,0.0,0.0,1
5910,0.072,0.0,0.006,0.922,0.0,4
5911,1.0,0.0,0.0,0.0,0.0,1
5912,0.992,0.0,0.008,0.0,0.0,1
5913,0.062,0.0,0.006,0.93,0.002,4
5914,1.0,0.0,0.0,0.0,0.0,1
5915,1.0,0.0,0.0,0.0,0.0,1
5916,1.0,0.0,0.0,0.0,0.0,1
5917,1.0,0.0,0.0,0.0,0.0,1
5918,1.0,0.0,0.0,0.0,0.0,1
5919,0.986,0.0,0.014,0.0,0.0,1
5920,1.0,0.0,0.0,0.0,0.0,1
5921,1.0,0.0,0.0,0.0,0.0,1
5922,1.0,0.0,0.0,0.0,0.0,1
5923,1.0,0.0,0.0,0.0,0.0,1
5924,1.0,0.0,0.0,0.0,0.0,1
5925,1.0,0.0,0.0,0.0,0.0,1
5926,1.0,0.0,0.0,0.0,0.0,1
5927,1.0,0.0,0.0,0.0,0.0,1
5928,1.0,0.0,0.0,0.0,0.0,1
5929,1.0,0.0,0.0,0.0,0.0,1
5930,1.0,0.0,0.0,0.0,0.0,1
5931,0.126,0.0,0.0,0.874,0.0,4
5932,1.0,0.0,0.0,0.0,0.0,1
5933,0.886,0.0,0.0,0.0,0.114,1
5934,1.0,0.0,0.0,0.0,0.0,1
5935,0.998,0.0,0.002,0.0,0.0,1
5936,1.0,0.0,0.0,0.0,0.0,1
5937,1.0,0.0,0.0,0.0,0.0,1
5938,1.0,0.0,0.0,0.0,0.0,1
5939,1.0,0.0,0.0,0.0,0.0,1
5940,1.0,0.0,0.0,0.0,0.0,1
5941,1.0,0.0,0.0,0.0,0.0,1
5942,0.068,0.0,0.006,0.926,0.0,4
5943,1.0,0.0,0.0,0.0,0.0,1
5944,1.0,0.0,0.0,0.0,0.0,1
5945,1.0,0.0,0.0,0.0,0.0,1
5946,1.0,0.0,0.0,0.0,0.0,1
5947,1.0,0.0,0.0,0.0,0.0,1
5948,0.998,0.0,0.002,0.0,0.0,1
5949,0.998,0.0,0.002,0.0,0.0,1
5950,1.0,0.0,0.0,0.0,0.0,1
5951,0.116,0.0,0.0,0.884,0.0,4
5952,1.0,0.0,0.0,0.0,0.0,1
5953,0.998,0.0,0.002,0.0,0.0,1
5954,1.0,0.0,0.0,0.0,0.0,1
5955,1.0,0.0,0.0,0.0,0.0,1
5956,0.984,0.0,0.012,0.004,0.0,1
5957,1.0,0.0,0.0,0.0,0.0,1
5958,1.0,0.0,0.0,0.0,0.0,1
5959,0.988,0.0,0.012,0.0,0.0,1
5960,0.998,0.0,0.002,0.0,0.0,1
5961,1.0,0.0,0.0,0.0,0.0,1
5962,1.0,0.0,0.0,0.0,0.0,1
5963,1.0,0.0,0.0,0.0,0.0,1
5964,1.0,0.0,0.0,0.0,0.0,1
5965,1.0,0.0,0.0,0.0,0.0,1
5966,1.0,0.0,0.0,0.0,0.0,1
5967,0.986,0.0,0.012,0.002,0.0,1
5968,1.0,0.0,0.0,0.0,0.0,1
5969,1.0,0.0,0.0,0.0,0.0,1
5970,1.0,0.0,0.0,0.0,0.0,1
5971,1.0,0.0,0.0,0.0,0.0,1
5972,0.984,0.0,0.012,0.004,0.0,1
5973,1.0,0.0,0.0,0.0,0.0,1
5974,0.114,0.0,0.0,0.886,0.0,4
5975,1.0,0.0,0.0,0.0,0.0,1
5976,0.064,0.0,0.008,0.926,0.002,4
5977,1.0,0.0,0.0,0.0,0.0,1
5978,1.0,0.0,0.0,0.0,0.0,1
5979,0.072,0.0,0.006,0.922,0.0,4
5980,1.0,0.0,0.0,0.0,0.0,1
5981,1.0,0.0,0.0,0.0,0.0,1
5982,1.0,0.0,0.0,0.0,0.0,1
5983,1.0,0.0,0.0,0.0,0.0,1
5984,1.0,0.0,0.0,0.0,0.0,1
5985,0.998,0.0,0.002,0.0,0.0,1
5986,0.986,0.0,0.014,0.0,0.0,1
5987,0.122,0.0,0.0,0.878,0.0,4
5988,0.984,0.0,0.012,0.004,0.0,1
5989,0.984,0.0,0.012,0.004,0.0,1
5990,0.998,0.0,0.002,0.0,0.0,1
5991,1.0,0.0,0.0,0.0,0.0,1
5992,1.0,0.0,0.0,0.0,0.0,1
5993,1.0,0.0,0.0,0.0,0.0,1
5994,1.0,0.0,0.0,0.0,0.0,1
5995,0.974,0.0,0.0,0.026,0.0,1
5996,1.0,0.0,0.0,0.0,0.0,1
5997,1.0,0.0,0.0,0.0,0.0,1
5998,1.0,0.0,0.0,0.0,0.0,1
5999,1.0,0.0,0.0,0.0,0.0,1
6000,0.116,0.0,0.0,0.884,0.0,4
6001,0.052,0.0,0.05,0.898,0.0,4
6002,1.0,0.0,0.0,0.0,0.0,1
6003,1.0,0.0,0.0,0.0,0.0,1
6004,1.0,0.0,0.0,0.0,0.0,1
6005,1.0,0.0,0.0,0.0,0.0,1
6006,1.0,0.0,0.0,0.0,0.0,1
6007,1.0,0.0,0.0,0.0,0.0,1
6008,1.0,0.0,0.0,0.0,0.0,1
6009,0.996,0.0,0.002,0.002,0.0,1
6010,1.0,0.0,0.0,0.0,0.0,1
6011,1.0,0.0,0.0,0.0,0.0,1
6012,1.0,0.0,0.0,0.0,0.0,1
6013,1.0,0.0,0.0,0.0,0.0,1
6014,1.0,0.0,0.0,0.0,0.0,1
6015,0.066,0.0,0.006,0.928,0.0,4
6016,0.998,0.0,0.002,0.0,0.0,1
6017,1.0,0.0,0.0,0.0,0.0,1
6018,0.986,0.0,0.01,0.004,0.0,1
6019,0.992,0.0,0.008,0.0,0.0,1
6020,0.986,0.0,0.014,0.0,0.0,1
6021,1.0,0.0,0.0,0.0,0.0,1
6022,1.0,0.0,0.0,0.0,0.0,1
6023,1.0,0.0,0.0,0.0,0.0,1
6024,1.0,0.0,0.0,0.0,0.0,1
6025,0.04,0.0,0.0,0.0,0.96,5
6026,1.0,0.0,0.0,0.0,0.0,1
6027,1.0,0.0,0.0,0.0,0.0,1
6028,1.0,0.0,0.0,0.0,0.0,1
6029,1.0,0.0,0.0,0.0,0.0,1
6030,0.986,0.0,0.01,0.004,0.0,1
6031,1.0,0.0,0.0,0.0,0.0,1
6032,1.0,0.0,0.0,0.0,0.0,1
6033,1.0,0.0,0.0,0.0,0.0,1
6034,1.0,0.0,0.0,0.0,0.0,1
6035,1.0,0.0,0.0,0.0,0.0,1
6036,1.0,0.0,0.0,0.0,0.0,1
6037,1.0,0.0,0.0,0.0,0.0,1
6038,1.0,0.0,0.0,0.0,0.0,1
6039,1.0,0.0,0.0,0.0,0.0,1
6040,1.0,0.0,0.0,0.0,0.0,1
6041,0.982,0.0,0.014,0.004,0.0,1
6042,0.986,0.0,0.01,0.004,0.0,1
6043,1.0,0.0,0.0,0.0,0.0,1
6044,0.982,0.0,0.014,0.004,0.0,1
6045,1.0,0.0,0.0,0.0,0.0,1
6046,1.0,0.0,0.0,0.0,0.0,1
6047,0.116,0.0,0.0,0.884,0.0,4
6048,0.978,0.0,0.012,0.01,0.0,1
6049,1.0,0.0,0.0,0.0,0.0,1
6050,1.0,0.0,0.0,0.0,0.0,1
6051,0.992,0.0,0.008,0.0,0.0,1
6052,1.0,0.0,0.0,0.0,0.0,1
6053,1.0,0.0,0.0,0.0,0.0,1
6054,1.0,0.0,0.0,0.0,0.0,1
6055,1.0,0.0,0.0,0.0,0.0,1
6056,0.064,0.0,0.006,0.928,0.002,4
6057,0.066,0.0,0.006,0.928,0.0,4
6058,1.0,0.0,0.0,0.0,0.0,1
6059,1.0,0.0,0.0,0.0,0.0,1
6060,1.0,0.0,0.0,0.0,0.0,1
6061,1.0,0.0,0.0,0.0,0.0,1
6062,1.0,0.0,0.0,0.0,0.0,1
6063,1.0,0.0,0.0,0.0,0.0,1
6064,1.0,0.0,0.0,0.0,0.0,1
6065,0.998,0.0,0.002,0.0,0.0,1
6066,0.998,0.0,0.002,0.0,0.0,1
6067,0.998,0.0,0.002,0.0,0.0,1
6068,0.998,0.0,0.002,0.0,0.0,1
6069,1.0,0.0,0.0,0.0,0.0,1
6070,1.0,0.0,0.0,0.0,0.0,1
6071,0.984,0.0,0.012,0.004,0.0,1
6072,1.0,0.0,0.0,0.0,0.0,1
6073,0.116,0.0,0.0,0.884,0.0,4
6074,1.0,0.0,0.0,0.0,0.0,1
6075,1.0,0.0,0.0,0.0,0.0,1
6076,0.986,0.0,0.01,0.004,0.0,1
6077,0.064,0.0,0.008,0.924,0.004,4
6078,0.988,0.0,0.012,0.0,0.0,1
6079,0.992,0.0,0.008,0.0,0.0,1
6080,0.072,0.0,0.006,0.922,0.0,4
6081,1.0,0.0,0.0,0.0,0.0,1
6082,1.0,0.0,0.0,0.0,0.0,1
6083,1.0,0.0,0.0,0.0,0.0,1
6084,0.986,0.0,0.014,0.0,0.0,1
6085,0.992,0.0,0.008,0.0,0.0,1
6086,0.982,0.0,0.014,0.004,0.0,1
6087,1.0,0.0,0.0,0.0,0.0,1
6088,1.0,0.0,0.0,0.0,0.0,1
6089,0.998,0.0,0.002,0.0,0.0,1
6090,1.0,0.0,0.0,0.0,0.0,1
6091,1.0,0.0,0.0,0.0,0.0,1
6092,1.0,0.0,0.0,0.0,0.0,1
6093,1.0,0.0,0.0,0.0,0.0,1
6094,1.0,0.0,0.0,0.0,0.0,1
6095,0.998,0.0,0.002,0.0,0.0,1
6096,1.0,0.0,0.0,0.0,0.0,1
6097,1.0,0.0,0.0,0.0,0.0,1
6098,1.0,0.0,0.0,0.0,0.0,1
6099,1.0,0.0,0.0,0.0,0.0,1
6100,0.064,0.0,0.006,0.926,0.004,4
6101,0.04,0.0,0.0,0.0,0.96,5
6102,1.0,0.0,0.0,0.0,0.0,1
6103,0.984,0.0,0.012,0.004,0.0,1
6104,1.0,0.0,0.0,0.0,0.0,1
6105,1.0,0.0,0.0,0.0,0.0,1
6106,1.0,0.0,0.0,0.0,0.0,1
6107,0.0,0.986,0.0,0.0,0.014,2
6108,1.0,0.0,0.0,0.0,0.0,1
6109,1.0,0.0,0.0,0.0,0.0,1
6110,1.0,0.0,0.0,0.0,0.0,1
6111,1.0,0.0,0.0,0.0,0.0,1
6112,1.0,0.0,0.0,0.0,0.0,1
6113,1.0,0.0,0.0,0.0,0.0,1
6114,0.984,0.0,0.014,0.002,0.0,1
6115,1.0,0.0,0.0,0.0,0.0,1
6116,0.992,0.0,0.008,0.0,0.0,1
6117,1.0,0.0,0.0,0.0,0.0,1
6118,0.038,0.0,0.0,0.0,0.962,5
6119,1.0,0.0,0.0,0.0,0.0,1
6120,1.0,0.0,0.0,0.0,0.0,1
6121,0.992,0.0,0.008,0.0,0.0,1
6122,0.072,0.0,0.006,0.922,0.0,4
6123,1.0,0.0,0.0,0.0,0.0,1
6124,0.958,0.036,0.0,0.006,0.0,1
6125,1.0,0.0,0.0,0.0,0.0,1
6126,1.0,0.0,0.0,0.0,0.0,1
6127,0.986,0.0,0.01,0.004,0.0,1
6128,0.998,0.0,0.002,0.0,0.0,1
6129,0.982,0.0,0.014,0.004,0.0,1
6130,1.0,0.0,0.0,0.0,0.0,1
6131,1.0,0.0,0.0,0.0,0.0,1
6132,1.0,0.0,0.0,0.0,0.0,1
6133,1.0,0.0,0.0,0.0,0.0,1
6134,0.988,0.0,0.012,0.0,0.0,1
6135,1.0,0.0,0.0,0.0,0.0,1
6136,0.984,0.0,0.012,0.004,0.0,1
6137,1.0,0.0,0.0,0.0,0.0,1
6138,1.0,0.0,0.0,0.0,0.0,1
6139,0.988,0.0,0.012,0.0,0.0,1
6140,1.0,0.0,0.0,0.0,0.0,1
6141,0.998,0.0,0.002,0.0,0.0,1
6142,0.04,0.0,0.0,0.0,0.96,5
6143,1.0,0.0,0.0,0.0,0.0,1
6144,0.988,0.0,0.012,0.0,0.0,1
6145,0.986,0.0,0.014,0.0,0.0,1
6146,1.0,0.0,0.0,0.0,0.0,1
6147,0.04,0.0,0.0,0.0,0.96,5
6148,1.0,0.0,0.0,0.0,0.0,1
6149,1.0,0.0,0.0,0.0,0.0,1
6150,1.0,0.0,0.0,0.0,0.0,1
6151,1.0,0.0,0.0,0.0,0.0,1
6152,0.984,0.0,0.012,0.004,0.0,1
6153,1.0,0.0,0.0,0.0,0.0,1
6154,1.0,0.0,0.0,0.0,0.0,1
6155,1.0,0.0,0.0,0.0,0.0,1
6156,0.988,0.0,0.012,0.0,0.0,1
6157,1.0,0.0,0.0,0.0,0.0,1
6158,1.0,0.0,0.0,0.0,0.0,1
6159,1.0,0.0,0.0,0.0,0.0,1
6160,0.984,0.0,0.012,0.004,0.0,1
6161,1.0,0.0,0.0,0.0,0.0,1
6162,1.0,0.0,0.0,0.0,0.0,1
6163,0.998,0.0,0.002,0.0,0.0,1
6164,0.988,0.0,0.012,0.0,0.0,1
6165,0.992,0.0,0.008,0.0,0.0,1
6166,0.998,0.0,0.002,0.0,0.0,1
6167,1.0,0.0,0.0,0.0,0.0,1
6168,0.992,0.0,0.008,0.0,0.0,1
6169,1.0,0.0,0.0,0.0,0.0,1
6170,1.0,0.0,0.0,0.0,0.0,1
6171,1.0,0.0,0.0,0.0,0.0,1
6172,1.0,0.0,0.0,0.0,0.0,1
6173,0.99,0.0,0.01,0.0,0.0,1
6174,0.114,0.0,0.006,0.88,0.0,4
6175,0.038,0.0,0.0,0.0,0.962,5
6176,1.0,0.0,0.0,0.0,0.0,1
6177,1.0,0.0,0.0,0.0,0.0,1
6178,0.116,0.0,0.0,0.884,0.0,4
6179,1.0,0.0,0.0,0.0,0.0,1
6180,1.0,0.0,0.0,0.0,0.0,1
6181,1.0,0.0,0.0,0.0,0.0,1
6182,0.998,0.0,0.002,0.0,0.0,1
6183,1.0,0.0,0.0,0.0,0.0,1
6184,1.0,0.0,0.0,0.0,0.0,1
6185,1.0,0.0,0.0,0.0,0.0,1
6186,0.998,0.0,0.002,0.0,0.0,1
6187,0.35,0.0,0.0,0.0,0.65,5
6188,0.992,0.0,0.008,0.0,0.0,1
6189,0.04,0.0,0.0,0.0,0.96,5
6190,0.982,0.0,0.014,0.004,0.0,1
6191,1.0,0.0,0.0,0.0,0.0,1
6192,1.0,0.0,0.0,0.0,0.0,1
6193,1.0,0.0,0.0,0.0,0.0,1
6194,1.0,0.0,0.0,0.0,0.0,1
6195,1.0,0.0,0.0,0.0,0.0,1
6196,0.054,0.0,0.006,0.938,0.002,4
6197,0.068,0.0,0.006,0.926,0.0,4
6198,1.0,0.0,0.0,0.0,0.0,1
6199,1.0,0.0,0.0,0.0,0.0,1
6200,0.984,0.0,0.012,0.004,0.0,1
6201,0.986,0.0,0.014,0.0,0.0,1
6202,0.986,0.0,0.014,0.0,0.0,1
6203,1.0,0.0,0.0,0.0,0.0,1
6204,0.992,0.0,0.008,0.0,0.0,1
6205,1.0,0.0,0.0,0.0,0.0,1
6206,1.0,0.0,0.0,0.0,0.0,1
6207,1.0,0.0,0.0,0.0,0.0,1
6208,1.0,0.0,0.0,0.0,0.0,1
6209,0.992,0.0,0.008,0.0,0.0,1
6210,1.0,0.0,0.0,0.0,0.0,1
6211,1.0,0.0,0.0,0.0,0.0,1
6212,0.986,0.0,0.014,0.0,0.0,1
6213,0.988,0.0,0.012,0.0,0.0,1
6214,1.0,0.0,0.0,0.0,0.0,1
6215,1.0,0.0,0.0,0.0,0.0,1
6216,1.0,0.0,0.0,0.0,0.0,1
6217,0.992,0.0,0.008,0.0,0.0,1
6218,1.0,0.0,0.0,0.0,0.0,1
6219,1.0,0.0,0.0,0.0,0.0,1
6220,1.0,0.0,0.0,0.0,0.0,1
6221,0.99,0.0,0.008,0.002,0.0,1
6222,0.998,0.0,0.002,0.0,0.0,1
6223,1.0,0.0,0.0,0.0,0.0,1
6224,1.0,0.0,0.0,0.0,0.0,1
6225,0.982,0.0,0.014,0.004,0.0,1
6226,1.0,0.0,0.0,0.0,0.0,1
6227,1.0,0.0,0.0,0.0,0.0,1
6228,1.0,0.0,0.0,0.0,0.0,1
6229,0.89,0.0,0.11,0.0,0.0,1
6230,1.0,0.0,0.0,0.0,0.0,1
6231,0.038,0.0,0.0,0.0,0.962,5
6232,0.998,0.0,0.002,0.0,0.0,1
6233,0.988,0.0,0.012,0.0,0.0,1
6234,1.0,0.0,0.0,0.0,0.0,1
6235,0.064,0.0,0.008,0.926,0.002,4
6236,1.0,0.0,0.0,0.0,0.0,1
6237,1.0,0.0,0.0,0.0,0.0,1
6238,1.0,0.0,0.0,0.0,0.0,1
6239,1.0,0.0,0.0,0.0,0.0,1
6240,1.0,0.0,0.0,0.0,0.0,1
6241,0.984,0.0,0.012,0.004,0.0,1
6242,0.072,0.0,0.006,0.922,0.0,4
6243,1.0,0.0,0.0,0.0,0.0,1
6244,1.0,0.0,0.0,0.0,0.0,1
6245,1.0,0.0,0.0,0.0,0.0,1
6246,0.998,0.0,0.002,0.0,0.0,1
6247,0.998,0.0,0.002,0.0,0.0,1
6248,0.998,0.0,0.002,0.0,0.0,1
6249,1.0,0.0,0.0,0.0,0.0,1
6250,0.062,0.0,0.006,0.932,0.0,4
6251,0.116,0.0,0.0,0.884,0.0,4
6252,1.0,0.0,0.0,0.0,0.0,1
6253,0.988,0.0,0.012,0.0,0.0,1
6254,1.0,0.0,0.0,0.0,0.0,1
6255,1.0,0.0,0.0,0.0,0.0,1
6256,0.982,0.0,0.014,0.004,0.0,1
6257,1.0,0.0,0.0,0.0,0.0,1
6258,1.0,0.0,0.0,0.0,0.0,1
6259,1.0,0.0,0.0,0.0,0.0,1
6260,0.998,0.0,0.002,0.0,0.0,1
6261,1.0,0.0,0.0,0.0,0.0,1
6262,0.064,0.0,0.006,0.928,0.002,4
6263,1.0,0.0,0.0,0.0,0.0,1
6264,1.0,0.0,0.0,0.0,0.0,1
6265,1.0,0.0,0.0,0.0,0.0,1
6266,0.03,0.968,0.002,0.0,0.0,2
6267,1.0,0.0,0.0,0.0,0.0,1
6268,1.0,0.0,0.0,0.0,0.0,1
6269,1.0,0.0,0.0,0.0,0.0,1
6270,1.0,0.0,0.0,0.0,0.0,1
6271,1.0,0.0,0.0,0.0,0.0,1
6272,1.0,0.0,0.0,0.0,0.0,1
6273,1.0,0.0,0.0,0.0,0.0,1
6274,0.986,0.0,0.01,0.004,0.0,1
6275,0.072,0.0,0.006,0.922,0.0,4
6276,1.0,0.0,0.0,0.0,0.0,1
6277,1.0,0.0,0.0,0.0,0.0,1
6278,1.0,0.0,0.0,0.0,0.0,1
6279,1.0,0.0,0.0,0.0,0.0,1
6280,1.0,0.0,0.0,0.0,0.0,1
6281,1.0,0.0,0.0,0.0,0.0,1
6282,0.984,0.0,0.012,0.004,0.0,1
6283,1.0,0.0,0.0,0.0,0.0,1
6284,0.086,0.91,0.0,0.004,0.0,2
6285,1.0,0.0,0.0,0.0,0.0,1
6286,1.0,0.0,0.0,0.0,0.0,1
6287,1.0,0.0,0.0,0.0,0.0,1
6288,0.06,0.0,0.006,0.93,0.004,4
6289,1.0,0.0,0.0,0.0,0.0,1
6290,0.064,0.0,0.006,0.928,0.002,4
6291,1.0,0.0,0.0,0.0,0.0,1
6292,1.0,0.0,0.0,0.0,0.0,1
6293,0.998,0.0,0.002,0.0,0.0,1
6294,0.998,0.0,0.002,0.0,0.0,1
6295,1.0,0.0,0.0,0.0,0.0,1
6296,0.998,0.0,0.002,0.0,0.0,1
6297,1.0,0.0,0.0,0.0,0.0,1
6298,1.0,0.0,0.0,0.0,0.0,1
6299,0.984,0.0,0.014,0.002,0.0,1
6300,0.984,0.0,0.014,0.002,0.0,1
6301,1.0,0.0,0.0,0.0,0.0,1
6302,1.0,0.0,0.0,0.0,0.0,1
6303,1.0,0.0,0.0,0.0,0.0,1
6304,1.0,0.0,0.0,0.0,0.0,1
6305,0.998,0.0,0.002,0.0,0.0,1
6306,0.984,0.0,0.012,0.004,0.0,1
6307,1.0,0.0,0.0,0.0,0.0,1
6308,1.0,0.0,0.0,0.0,0.0,1
6309,0.998,0.0,0.002,0.0,0.0,1
6310,1.0,0.0,0.0,0.0,0.0,1
6311,1.0,0.0,0.0,0.0,0.0,1
6312,0.974,0.0,0.0,0.026,0.0,1
6313,1.0,0.0,0.0,0.0,0.0,1
6314,1.0,0.0,0.0,0.0,0.0,1
6315,0.116,0.0,0.0,0.884,0.0,4
6316,0.116,0.0,0.0,0.884,0.0,4
6317,1.0,0.0,0.0,0.0,0.0,1
6318,1.0,0.0,0.0,0.0,0.0,1
6319,0.126,0.0,0.0,0.874,0.0,4
6320,1.0,0.0,0.0,0.0,0.0,1
6321,1.0,0.0,0.0,0.0,0.0,1
6322,1.0,0.0,0.0,0.0,0.0,1
6323,1.0,0.0,0.0,0.0,0.0,1
6324,0.998,0.0,0.002,0.0,0.0,1
6325,1.0,0.0,0.0,0.0,0.0,1
6326,1.0,0.0,0.0,0.0,0.0,1
6327,1.0,0.0,0.0,0.0,0.0,1
6328,1.0,0.0,0.0,0.0,0.0,1
6329,0.998,0.0,0.002,0.0,0.0,1
6330,0.074,0.0,0.008,0.918,0.0,4
6331,1.0,0.0,0.0,0.0,0.0,1
6332,1.0,0.0,0.0,0.0,0.0,1
6333,1.0,0.0,0.0,0.0,0.0,1
6334,1.0,0.0,0.0,0.0,0.0,1
6335,1.0,0.0,0.0,0.0,0.0,1
6336,1.0,0.0,0.0,0.0,0.0,1
6337,0.982,0.0,0.014,0.004,0.0,1
6338,1.0,0.0,0.0,0.0,0.0,1
6339,1.0,0.0,0.0,0.0,0.0,1
6340,1.0,0.0,0.0,0.0,0.0,1
6341,1.0,0.0,0.0,0.0,0.0,1
